feature_x,feature_y,response
0.3619292424943141,-1.5162053076841908,0
1.7694185262756257,0.024516938521489156,0
-1.0476455126678228,-1.6374639831770528,0
-0.849155311645645,0.10476489963406202,0
-2.7572291141837266,0.4613056598730026,0
-1.4019350116887919,1.6793733899659395,0
-0.37762195510461316,0.2654114808893394,0
-0.7443722377077011,-0.8890250873561182,0
-0.13308489761120987,-1.9208567604841622,0
0.07744342282167119,-4.588523912952547,0
1.4973985426750156,-1.3003999897740723,0
1.4236176011931014,1.0432922106188864,0
-1.7349972522025692,2.4185656350778943,0
1.9601864252723424,1.518741953822883,0
3.7830263306671332,-1.4854033303025094,0
-1.3084342899426205,1.1177872555385757,0
0.025559852119424346,-1.382559998700878,0
-2.475254227535823,0.5371784846420886,0
0.12766662053067016,3.0804622421180325,0
-2.0754277785074176,-2.6560918550610717,0
3.18893653732449,1.5124238134161931,0
0.5534131346517167,0.252886041227747,0
0.3521948805567285,0.654413615470979,0
-2.1393651759149277,3.2986998380527672,0
-0.3843769322553172,-0.5574413708468692,0
1.9508491908804535,1.1240957845411963,0
2.3557534606594777,-0.38430511163813236,0
0.911245040705879,-1.3234608584190328,0
1.5111390799896556,0.4633690629013719,0
-0.7431616005569904,1.7977367110647329,0
0.06753341323532687,0.6015149885396884,0
-0.43607427759806,-1.2856541873957865,0
0.35473664921933545,4.0061561248742645,0
-2.2772976566265757,-1.2171153016339766,0
0.9999102858684816,-5.117723912709634,0
-1.6563860331258875,0.009956751781979776,0
0.6467831816794586,1.0532062426515365,0
-0.8320840087429181,-0.9131801538468527,0
1.5307807076820432,0.2735152753175844,0
1.6220970561281152,-0.02392977272698188,0
1.6947613369343693,3.038710539766068,0
-0.2121120197638676,1.6932647756887211,0
0.6449694202070893,-2.541871661707051,0
-0.17177304200098942,-4.1943450948952705,0
-1.7169471834530576,-3.2163461876877197,0
2.3295905073811745,-1.4802765874222208,0
-1.784449005129054,-2.852062602287342,0
-2.2660124185035664,-2.23847956526719,0
0.7738922597337399,-0.8804867318969671,0
-2.9522852530830956,1.201551916735758,0
1.7795093748785216,0.07712270977880034,0
2.504832619288036,-3.6980733173465437,0
1.7523567537889388,-2.932922955500523,0
-0.23122821470419969,-1.213748129265542,0
-1.0059833664514526,-1.7083908757229067,0
1.556519657650843,1.2213614080167476,0
-1.2217222163904353,2.9992987609038866,0
0.6976126080190608,0.3848519427345504,0
-0.07614638489745738,1.677849052370031,0
-0.7959963896348954,3.445090567936167,0
0.9565965902276283,-0.6553476482372425,0
1.034363063909593,-0.5423976349944378,0
-2.2363218167484615,-1.3834001242514442,0
-2.058599963306241,-1.5549010451594583,0
-2.00308217912966,0.35935861263456464,0
0.8976124158937918,3.2549063467773807,0
0.629563639055866,0.9661520899714353,0
-0.15784187585708473,-1.3808778557485843,0
0.5024300407426114,3.737636953741669,0
-0.9220715484529415,0.174196091818694,0
-0.039560647972496185,-0.32253589306119246,0
-0.4118190909074323,0.30489040158400843,0
-2.618143701538015,-0.2148939886998582,0
1.0078771598574194,-2.5073282106736845,0
1.1342216805475602,-3.5167917648935934,0
2.5860386837645466,0.7147362419695221,0
4.527324259702018,-1.0273616690598406,0
-1.0711869128809044,-0.6144289060317824,0
3.297492882675881,-1.0483473266158627,0
1.2883122431220857,5.69768195124197,0
0.5056120633492184,1.5043204675068764,0
-0.5263920003027728,1.1428701355968531,0
0.44354856556118016,-0.734326014165069,0
-0.17541467703838898,-0.23160724848770203,0
3.5854150825416773,-4.719760909455323,0
-2.434535380628636,-0.3855968597722167,0
0.5418982570713313,-0.33898277396986826,0
0.185426123090707,-3.7238756528414654,0
-0.30702335706014494,3.1165593589355027,0
1.2023789002385408,-4.084670435065863,0
-1.0660206493686568,0.06667516852736592,0
-0.06922757453011823,-0.9970862290742609,0
-0.7295486533343294,1.0329006870160808,0
1.172320781163064,3.175603414185575,0
-0.18648462799855992,-4.723765556095683,0
-1.7943323942776732,2.1625951187041585,0
0.11158889001224256,-2.219555383707884,0
-1.2168871454907095,1.0929322459844375,0
-1.9766054549364918,0.2716530046609444,0
-0.2443909636808799,-3.2826724285686173,0
-1.1105383807400957,-3.7688685137429885,0
-1.9647669706229756,-0.039852916462068594,0
2.675393225597803,-0.787902450621759,0
1.0484345857098742,5.517793033349173,0
-2.2603947401996733,-0.7815456129065382,0
2.1789582353832193,-2.2290465856528034,0
3.098138417576334,1.67845081886062,0
-0.636561849096941,-3.300251177661081,0
5.0344381017908235,-0.6699847427211781,0
-1.4358531769415048,-2.704967940634268,0
1.1060132482639282,-0.10140323214815479,0
2.812168855933854,-1.0503996622186724,0
3.0266048562946426,-1.0751261957615914,0
1.8201204061503748,0.5302826510926,0
-1.735078241975003,4.725821020384554,0
2.250285063314076,1.0284241643949945,0
1.5356187605999574,1.3018582021025271,0
3.3642429176509725,0.7581922938896716,0
